product_id,sku,name,price,stock_qty
1071,SKU-1071,Mock Product 1071,183000,388
1072,SKU-1072,Mock Product 1072,424000,43
1073,SKU-1073,Mock Product 1073,177000,162
1074,SKU-1074,Mock Product 1074,240000,393
1075,SKU-1075,Mock Product 1075,242000,292
1076,SKU-1076,Mock Product 1076,68000,360
1077,SKU-1077,Mock Product 1077,51000,172
1078,SKU-1078,Mock Product 1078,467000,20
1079,SKU-1079,Mock Product 1079,,326
1080,SKU-1080,Mock Product 1080,77000,405
1081,SKU-1081,Mock Product 1081,24000,359
1082,SKU-1082,Mock Product 1082,105000,234
1083,SKU-1083,,120000,
1084,SKU-1084,Mock Product 1084,331000,164
1085,,Mock Product 1085,99000,141
1086,SKU-1086,Mock Product 1086,61000,468
1087,SKU-1087,Mock Product 1087,175000,220
1088,SKU-1088,Mock Product 1088,15000,47
1089,SKU-1089,Mock Product 1089,491000,384
1090,SKU-1090,,241000,255
1091,SKU-1091,Mock Product 1091,278000,121
1092,SKU-1092,Mock Product 1092,103000,467
1093,SKU-1093,Mock Product 1093,49000,492
1094,SKU-1094,Mock Product 1094,36000,108
1095,SKU-1095,Mock Product 1095,215000,237
1096,SKU-1096,Mock Product 1096,62000,44
1097,SKU-1097,Mock Product 1097,449000,423
1098,SKU-1098,Mock Product 1098,140000,221
1099,SKU-1099,Mock Product 1099,462000,333
1100,SKU-1100,Mock Product 1100,278000,17
1101,SKU-1101,Mock Product 1101,111000,171
1102,SKU-1102,Mock Product 1102,234000,406
1103,,Mock Product 1103,61000,28
1104,SKU-1104,Mock Product 1104,150000,445
1105,SKU-1105,Mock Product 1105,257000,328
1106,SKU-1106,Mock Product 1106,72000,
1107,SKU-1107,Mock Product 1107,407000,193
1108,SKU-1108,Mock Product 1108,496000,472
1109,SKU-1109,Mock Product 1109,490000,270
1110,SKU-1110,Mock Product 1110,269000,213
1111,SKU-1111,Mock Product 1111,489000,379
1112,SKU-1112,Mock Product 1112,461000,183
1113,SKU-1113,Mock Product 1113,76000,481
1114,SKU-1114,Mock Product 1114,331000,215
1115,SKU-1115,Mock Product 1115,223000,230
1116,SKU-1116,Mock Product 1116,489000,258
1117,SKU-1117,Mock Product 1117,72000,144
,SKU-1118,Mock Product 1118,,337
1119,SKU-1119,Mock Product 1119,397000,473
,SKU-1120,Mock Product 1120,468000,443
1121,SKU-1121,Mock Product 1121,122000,233
1122,SKU-1122,Mock Product 1122,220000,165
1123,SKU-1123,Mock Product 1123,418000,116
1124,SKU-1124,Mock Product 1124,455000,346
1125,SKU-1125,Mock Product 1125,172000,287
1126,SKU-1126,Mock Product 1126,152000,473
1127,SKU-1127,Mock Product 1127,349000,388
1128,SKU-1128,Mock Product 1128,18000,293
1129,SKU-1129,Mock Product 1129,,59
1130,SKU-1130,Mock Product 1130,387000,427
1131,SKU-1131,Mock Product 1131,273000,339
1132,SKU-1132,Mock Product 1132,209000,327
1133,SKU-1133,Mock Product 1133,432000,172
1134,SKU-1134,Mock Product 1134,363000,175
1135,,Mock Product 1135,52000,466
1136,SKU-1136,Mock Product 1136,121000,224
1137,SKU-1137,Mock Product 1137,104000,496
1138,SKU-1138,Mock Product 1138,370000,288
1139,SKU-1139,Mock Product 1139,76000,47
1140,SKU-1140,Mock Product 1140,300000,70
1141,SKU-1141,Mock Product 1141,53000,254
1142,SKU-1142,Mock Product 1142,438000,175
1143,SKU-1143,Mock Product 1143,99000,484
1144,SKU-1144,Mock Product 1144,417000,142
1145,SKU-1145,Mock Product 1145,25000,433
1146,SKU-1146,Mock Product 1146,103000,158
1147,SKU-1147,Mock Product 1147,415000,33
1148,SKU-1148,Mock Product 1148,444000,196
,SKU-1149,Mock Product 1149,297000,342
1150,SKU-1150,Mock Product 1150,342000,131
1151,SKU-1151,Mock Product 1151,427000,106
1152,SKU-1152,Mock Product 1152,423000,238
1153,SKU-1153,Mock Product 1153,43000,390
1154,SKU-1154,Mock Product 1154,136000,113
1155,SKU-1155,Mock Product 1155,102000,52
1156,SKU-1156,Mock Product 1156,489000,
1157,SKU-1157,Mock Product 1157,,157
1158,SKU-1158,Mock Product 1158,,
1159,SKU-1159,Mock Product 1159,418000,203
1160,SKU-1160,Mock Product 1160,132000,337
1161,SKU-1161,Mock Product 1161,445000,477
1162,SKU-1162,Mock Product 1162,295000,379
1163,SKU-1163,Mock Product 1163,476000,407
1164,SKU-1164,Mock Product 1164,41000,455
1165,SKU-1165,Mock Product 1165,372000,435
1166,SKU-1166,Mock Product 1166,433000,78
1167,SKU-1167,Mock Product 1167,57000,487
1168,SKU-1168,Mock Product 1168,287000,226
1169,SKU-1169,Mock Product 1169,416000,491
1170,SKU-1170,Mock Product 1170,473000,106
1171,SKU-1171,Mock Product 1171,468000,275
1172,SKU-1172,Mock Product 1172,66000,472
1173,SKU-1173,Mock Product 1173,128000,452
1174,SKU-1174,Mock Product 1174,128000,433
1175,SKU-1175,Mock Product 1175,19000,365
1176,SKU-1176,Mock Product 1176,157000,328
1177,SKU-1177,Mock Product 1177,189000,393
1178,SKU-1178,Mock Product 1178,402000,291
1179,SKU-1179,Mock Product 1179,353000,455
1180,,Mock Product 1180,110000,215
1181,SKU-1181,Mock Product 1181,415000,39
1182,SKU-1182,Mock Product 1182,60000,319
1183,SKU-1183,Mock Product 1183,373000,98
1184,SKU-1184,Mock Product 1184,70000,15
1185,SKU-1185,Mock Product 1185,339000,210
1186,SKU-1186,Mock Product 1186,,239
1187,SKU-1187,Mock Product 1187,175000,111
1188,SKU-1188,Mock Product 1188,277000,489
1189,SKU-1189,Mock Product 1189,210000,101
1190,SKU-1190,Mock Product 1190,431000,305
1191,SKU-1191,Mock Product 1191,37000,437
1192,SKU-1192,Mock Product 1192,491000,
1193,SKU-1193,Mock Product 1193,419000,177
1194,SKU-1194,Mock Product 1194,253000,
1195,SKU-1195,Mock Product 1195,442000,97
1196,SKU-1196,Mock Product 1196,,464
1197,SKU-1197,Mock Product 1197,157000,166
1198,SKU-1198,,136000,300
1199,SKU-1199,Mock Product 1199,66000,409
1200,SKU-1200,Mock Product 1200,242000,363
1201,SKU-1201,Mock Product 1201,417000,480
1202,SKU-1202,Mock Product 1202,109000,342
1203,SKU-1203,Mock Product 1203,75000,57
1204,SKU-1204,Mock Product 1204,125000,14
,SKU-1205,Mock Product 1205,47000,221
1206,SKU-1206,Mock Product 1206,237000,127
1207,SKU-1207,Mock Product 1207,125000,347
1208,SKU-1208,Mock Product 1208,228000,180
1209,SKU-1209,Mock Product 1209,358000,345
1210,SKU-1210,Mock Product 1210,411000,160
1211,SKU-1211,Mock Product 1211,137000,187
1212,SKU-1212,Mock Product 1212,26000,435
1213,SKU-1213,Mock Product 1213,168000,135
1214,SKU-1214,Mock Product 1214,192000,
1215,SKU-1215,Mock Product 1215,39000,
1216,SKU-1216,Mock Product 1216,228000,479
1217,SKU-1217,Mock Product 1217,53000,397
1218,SKU-1218,,40000,422
1219,SKU-1219,Mock Product 1219,343000,301
1220,SKU-1220,Mock Product 1220,328000,500
1221,SKU-1221,Mock Product 1221,327000,386
1222,SKU-1222,Mock Product 1222,75000,272
1223,SKU-1223,Mock Product 1223,,424
1224,SKU-1224,Mock Product 1224,,478
1225,SKU-1225,,158000,153
1226,SKU-1226,Mock Product 1226,274000,5
1227,SKU-1227,Mock Product 1227,340000,49
1228,SKU-1228,Mock Product 1228,209000,152
1229,SKU-1229,Mock Product 1229,216000,
1230,SKU-1230,Mock Product 1230,372000,352
1231,SKU-1231,Mock Product 1231,310000,499
1232,SKU-1232,Mock Product 1232,329000,299
1233,SKU-1233,Mock Product 1233,234000,365
1234,SKU-1234,,125000,177
1235,SKU-1235,Mock Product 1235,290000,377
1236,SKU-1236,Mock Product 1236,12000,165
1237,SKU-1237,,487000,253
1238,SKU-1238,Mock Product 1238,276000,46
1239,SKU-1239,Mock Product 1239,439000,238
1240,SKU-1240,Mock Product 1240,73000,51
1241,SKU-1241,Mock Product 1241,217000,338
1242,SKU-1242,Mock Product 1242,284000,129
1243,SKU-1243,Mock Product 1243,226000,114
1244,SKU-1244,Mock Product 1244,,418
1245,SKU-1245,Mock Product 1245,284000,493
1246,SKU-1246,Mock Product 1246,103000,132
1247,SKU-1247,Mock Product 1247,213000,229
1248,SKU-1248,Mock Product 1248,229000,312
1249,SKU-1249,Mock Product 1249,291000,292
1250,SKU-1250,Mock Product 1250,210000,13
1251,SKU-1251,Mock Product 1251,68000,293
1252,SKU-1252,Mock Product 1252,453000,400
1253,SKU-1253,Mock Product 1253,60000,31
1254,SKU-1254,Mock Product 1254,,404
1255,SKU-1255,Mock Product 1255,138000,131
1256,SKU-1256,Mock Product 1256,66000,
1257,SKU-1257,Mock Product 1257,414000,375
1258,,Mock Product 1258,146000,123
1259,SKU-1259,Mock Product 1259,159000,39
1260,,Mock Product 1260,97000,
1261,SKU-1261,Mock Product 1261,401000,471
1262,SKU-1262,Mock Product 1262,397000,8
1263,SKU-1263,Mock Product 1263,298000,352
1264,SKU-1264,Mock Product 1264,224000,66
1265,SKU-1265,Mock Product 1265,12000,268
1266,SKU-1266,Mock Product 1266,445000,199
1267,SKU-1267,Mock Product 1267,440000,4
1268,SKU-1268,Mock Product 1268,359000,433
1269,SKU-1269,Mock Product 1269,111000,192
1270,SKU-1270,Mock Product 1270,471000,174
1271,SKU-1271,Mock Product 1271,260000,263
1272,SKU-1272,Mock Product 1272,144000,330
1273,SKU-1273,Mock Product 1273,131000,258
1274,SKU-1274,Mock Product 1274,285000,
1275,SKU-1275,Mock Product 1275,171000,190
1276,SKU-1276,Mock Product 1276,25000,274
1277,SKU-1277,Mock Product 1277,126000,262
1278,SKU-1278,Mock Product 1278,237000,241
1279,SKU-1279,,233000,375
1280,SKU-1280,Mock Product 1280,264000,185
1281,SKU-1281,Mock Product 1281,,
1282,SKU-1282,Mock Product 1282,298000,495
1283,SKU-1283,Mock Product 1283,368000,295
1284,SKU-1284,Mock Product 1284,415000,135
,SKU-1285,Mock Product 1285,425000,6
1286,SKU-1286,Mock Product 1286,402000,343
1287,SKU-1287,Mock Product 1287,280000,198
1288,SKU-1288,Mock Product 1288,281000,153
1289,SKU-1289,Mock Product 1289,223000,334
1290,SKU-1290,Mock Product 1290,233000,420
1291,SKU-1291,Mock Product 1291,181000,207
1292,SKU-1292,Mock Product 1292,109000,214
1293,SKU-1293,Mock Product 1293,336000,7
1294,SKU-1294,Mock Product 1294,452000,490
1295,SKU-1295,Mock Product 1295,489000,127
1296,SKU-1296,Mock Product 1296,448000,49
1297,SKU-1297,Mock Product 1297,85000,223
1298,SKU-1298,Mock Product 1298,166000,
1299,SKU-1299,Mock Product 1299,28000,321
1300,SKU-1300,Mock Product 1300,263000,268
1301,SKU-1301,Mock Product 1301,270000,42
1302,SKU-1302,Mock Product 1302,277000,284
1303,SKU-1303,Mock Product 1303,481000,454
1304,SKU-1304,Mock Product 1304,223000,78
1305,SKU-1305,Mock Product 1305,404000,55
1306,SKU-1306,,151000,193
1307,SKU-1307,Mock Product 1307,217000,357
1308,,Mock Product 1308,163000,148
1309,SKU-1309,Mock Product 1309,125000,129
1310,SKU-1310,Mock Product 1310,268000,186
1311,SKU-1311,Mock Product 1311,276000,321
1312,SKU-1312,Mock Product 1312,485000,192
1313,SKU-1313,Mock Product 1313,46000,204
1314,SKU-1314,Mock Product 1314,254000,127
1315,SKU-1315,Mock Product 1315,197000,291
1316,SKU-1316,Mock Product 1316,136000,428
1317,SKU-1317,Mock Product 1317,386000,425
1318,SKU-1318,Mock Product 1318,375000,87
1319,SKU-1319,Mock Product 1319,81000,26
1320,SKU-1320,Mock Product 1320,197000,343
1321,SKU-1321,Mock Product 1321,215000,235
1322,SKU-1322,Mock Product 1322,287000,3
1323,SKU-1323,Mock Product 1323,411000,91
1324,SKU-1324,Mock Product 1324,41000,98
1325,SKU-1325,Mock Product 1325,126000,121
1326,SKU-1326,Mock Product 1326,83000,83
1327,SKU-1327,Mock Product 1327,346000,174
1328,SKU-1328,Mock Product 1328,483000,103
1329,SKU-1329,Mock Product 1329,470000,174
1330,SKU-1330,Mock Product 1330,151000,200
1331,SKU-1331,Mock Product 1331,209000,309
1332,SKU-1332,Mock Product 1332,72000,400
1333,SKU-1333,Mock Product 1333,332000,357
1334,SKU-1334,Mock Product 1334,254000,83
1335,SKU-1335,Mock Product 1335,284000,292
1336,SKU-1336,Mock Product 1336,353000,378
1337,SKU-1337,Mock Product 1337,84000,2
1338,SKU-1338,Mock Product 1338,192000,28
1339,SKU-1339,Mock Product 1339,61000,133
1340,SKU-1340,Mock Product 1340,290000,160
1341,SKU-1341,Mock Product 1341,253000,176
1342,SKU-1342,Mock Product 1342,428000,108
1343,SKU-1343,Mock Product 1343,111000,277
1344,SKU-1344,Mock Product 1344,69000,308
1345,SKU-1345,Mock Product 1345,150000,
1346,SKU-1346,Mock Product 1346,448000,138
,SKU-1347,Mock Product 1347,446000,86
1348,SKU-1348,Mock Product 1348,187000,189
1349,SKU-1349,Mock Product 1349,302000,344
1350,SKU-1350,Mock Product 1350,399000,48
1351,SKU-1351,Mock Product 1351,294000,351
1352,SKU-1352,Mock Product 1352,460000,326
1353,SKU-1353,Mock Product 1353,410000,240
1354,SKU-1354,Mock Product 1354,115000,437
,SKU-1355,Mock Product 1355,15000,
1356,SKU-1356,Mock Product 1356,99000,293
1357,SKU-1357,Mock Product 1357,60000,96
1358,SKU-1358,Mock Product 1358,253000,8
1359,SKU-1359,Mock Product 1359,330000,358
,SKU-1360,Mock Product 1360,223000,468
1361,SKU-1361,Mock Product 1361,,
1362,SKU-1362,Mock Product 1362,290000,62
1363,SKU-1363,Mock Product 1363,370000,55
1364,SKU-1364,Mock Product 1364,443000,106
1365,,Mock Product 1365,30000,292
1366,SKU-1366,Mock Product 1366,167000,193
1367,SKU-1367,Mock Product 1367,373000,345
1368,SKU-1368,Mock Product 1368,362000,291
1369,SKU-1369,Mock Product 1369,24000,196
1370,SKU-1370,Mock Product 1370,310000,454
1371,SKU-1371,Mock Product 1371,494000,368
1372,SKU-1372,Mock Product 1372,230000,283
1373,SKU-1373,Mock Product 1373,71000,380
1374,SKU-1374,Mock Product 1374,190000,133
1375,SKU-1375,Mock Product 1375,180000,459
1376,SKU-1376,Mock Product 1376,358000,192
1377,SKU-1377,Mock Product 1377,187000,86
1378,SKU-1378,Mock Product 1378,126000,331
1379,SKU-1379,Mock Product 1379,32000,394
1380,SKU-1380,Mock Product 1380,187000,
1381,,Mock Product 1381,272000,339
1382,SKU-1382,Mock Product 1382,454000,227
1383,SKU-1383,Mock Product 1383,475000,420
1384,SKU-1384,Mock Product 1384,377000,282
1385,SKU-1385,Mock Product 1385,246000,135
1386,SKU-1386,Mock Product 1386,60000,47
1387,SKU-1387,Mock Product 1387,242000,239
1388,SKU-1388,,224000,283
1389,SKU-1389,Mock Product 1389,24000,156
1390,SKU-1390,Mock Product 1390,472000,106
1391,SKU-1391,Mock Product 1391,60000,380
1392,SKU-1392,Mock Product 1392,75000,498
1393,SKU-1393,Mock Product 1393,216000,34
1394,SKU-1394,Mock Product 1394,150000,467
1395,SKU-1395,Mock Product 1395,286000,198
1396,SKU-1396,Mock Product 1396,431000,264
1397,SKU-1397,Mock Product 1397,244000,226
1398,SKU-1398,Mock Product 1398,487000,430
1399,SKU-1399,Mock Product 1399,,290
1400,SKU-1400,Mock Product 1400,228000,438
1401,SKU-1401,Mock Product 1401,393000,208
1402,SKU-1402,Mock Product 1402,286000,264
1403,SKU-1403,Mock Product 1403,183000,6
1404,SKU-1404,Mock Product 1404,347000,355
1405,SKU-1405,Mock Product 1405,58000,212
1406,SKU-1406,Mock Product 1406,293000,338
1407,SKU-1407,Mock Product 1407,383000,251
1408,SKU-1408,Mock Product 1408,271000,451
1409,SKU-1409,Mock Product 1409,489000,388
1410,SKU-1410,Mock Product 1410,496000,327
1411,SKU-1411,Mock Product 1411,475000,141
,SKU-1412,Mock Product 1412,262000,84
1413,SKU-1413,Mock Product 1413,451000,359
1414,SKU-1414,Mock Product 1414,17000,278
1415,SKU-1415,Mock Product 1415,205000,256
1416,SKU-1416,Mock Product 1416,294000,236
1417,SKU-1417,Mock Product 1417,295000,27
1418,SKU-1418,Mock Product 1418,134000,380
1419,SKU-1419,Mock Product 1419,357000,350
1420,SKU-1420,,82000,9
1421,SKU-1421,Mock Product 1421,23000,364
1422,SKU-1422,Mock Product 1422,83000,490
,SKU-1423,Mock Product 1423,65000,107
1424,SKU-1424,Mock Product 1424,24000,448
1425,SKU-1425,Mock Product 1425,33000,99
1426,SKU-1426,Mock Product 1426,43000,159
1427,SKU-1427,Mock Product 1427,343000,339
1428,SKU-1428,Mock Product 1428,317000,5
1429,SKU-1429,,155000,
1430,SKU-1430,Mock Product 1430,179000,9
1431,SKU-1431,Mock Product 1431,207000,
1432,SKU-1432,Mock Product 1432,417000,447
1433,SKU-1433,Mock Product 1433,363000,237
1434,SKU-1434,Mock Product 1434,382000,375
1435,SKU-1435,,153000,356
1436,SKU-1436,Mock Product 1436,372000,2
1437,SKU-1437,Mock Product 1437,156000,82
1438,SKU-1438,Mock Product 1438,410000,219
1439,SKU-1439,Mock Product 1439,143000,
1440,SKU-1440,Mock Product 1440,267000,57
1441,SKU-1441,Mock Product 1441,,328
1442,SKU-1442,Mock Product 1442,185000,424
1443,SKU-1443,Mock Product 1443,133000,150
1444,SKU-1444,Mock Product 1444,323000,464
1445,SKU-1445,Mock Product 1445,28000,174
1446,SKU-1446,Mock Product 1446,121000,181
1447,SKU-1447,Mock Product 1447,310000,147
1448,SKU-1448,Mock Product 1448,263000,184
1449,SKU-1449,Mock Product 1449,496000,69
1450,SKU-1450,Mock Product 1450,441000,430
1451,SKU-1451,Mock Product 1451,358000,482
1452,SKU-1452,Mock Product 1452,19000,14
1453,SKU-1453,Mock Product 1453,30000,100
1454,SKU-1454,,75000,279
1455,SKU-1455,Mock Product 1455,240000,
1456,SKU-1456,Mock Product 1456,191000,5
1457,SKU-1457,Mock Product 1457,,141
1458,SKU-1458,Mock Product 1458,356000,67
1459,SKU-1459,Mock Product 1459,43000,368
1460,SKU-1460,Mock Product 1460,,228
1461,SKU-1461,Mock Product 1461,487000,86
1462,SKU-1462,Mock Product 1462,475000,485
1463,SKU-1463,Mock Product 1463,282000,178
1464,SKU-1464,Mock Product 1464,14000,338
1465,SKU-1465,Mock Product 1465,60000,10
1466,SKU-1466,Mock Product 1466,100000,191
1467,SKU-1467,Mock Product 1467,345000,132
1468,SKU-1468,Mock Product 1468,114000,80
1469,SKU-1469,Mock Product 1469,,47
1470,SKU-1470,Mock Product 1470,96000,359
1471,SKU-1471,Mock Product 1471,129000,159
1472,SKU-1472,,432000,117
,SKU-1473,Mock Product 1473,250000,351
1474,SKU-1474,Mock Product 1474,31000,282
1475,SKU-1475,Mock Product 1475,70000,336
1476,SKU-1476,Mock Product 1476,180000,31
1477,SKU-1477,Mock Product 1477,494000,115
1478,SKU-1478,Mock Product 1478,462000,107
1479,SKU-1479,Mock Product 1479,416000,
1480,SKU-1480,Mock Product 1480,290000,450
1481,SKU-1481,Mock Product 1481,75000,150
1482,SKU-1482,,222000,135
1483,SKU-1483,Mock Product 1483,135000,469
1484,SKU-1484,Mock Product 1484,447000,109
1485,SKU-1485,Mock Product 1485,183000,75
1486,SKU-1486,Mock Product 1486,356000,125
1487,SKU-1487,Mock Product 1487,132000,434
1488,SKU-1488,Mock Product 1488,350000,420
1489,SKU-1489,Mock Product 1489,265000,386
1490,SKU-1490,Mock Product 1490,,141
1491,SKU-1491,Mock Product 1491,264000,415
1492,SKU-1492,Mock Product 1492,79000,77
1493,SKU-1493,Mock Product 1493,247000,35
1494,SKU-1494,Mock Product 1494,437000,161
1495,SKU-1495,Mock Product 1495,196000,149
1496,SKU-1496,Mock Product 1496,232000,71
1497,SKU-1497,Mock Product 1497,202000,326
1498,SKU-1498,Mock Product 1498,451000,457
1499,SKU-1499,Mock Product 1499,293000,357
1500,SKU-1500,Mock Product 1500,362000,293
1501,SKU-1501,Mock Product 1501,128000,76
1502,SKU-1502,Mock Product 1502,93000,180
,SKU-1503,Mock Product 1503,15000,464
1504,SKU-1504,Mock Product 1504,283000,36
1505,SKU-1505,Mock Product 1505,259000,403
1506,SKU-1506,Mock Product 1506,156000,51
1507,SKU-1507,Mock Product 1507,163000,56
1508,SKU-1508,Mock Product 1508,499000,72
1509,SKU-1509,Mock Product 1509,236000,461
1510,SKU-1510,,183000,
1511,SKU-1511,Mock Product 1511,347000,334
1512,SKU-1512,Mock Product 1512,84000,475
1513,SKU-1513,Mock Product 1513,91000,357
1514,SKU-1514,Mock Product 1514,442000,228
1515,SKU-1515,Mock Product 1515,114000,133
1516,SKU-1516,Mock Product 1516,132000,43
1517,SKU-1517,Mock Product 1517,,488
1518,SKU-1518,Mock Product 1518,318000,247
,SKU-1519,Mock Product 1519,81000,310
1520,SKU-1520,Mock Product 1520,130000,232
1521,SKU-1521,Mock Product 1521,100000,134
1522,SKU-1522,,11000,63
1523,SKU-1523,Mock Product 1523,403000,168
1524,SKU-1524,Mock Product 1524,277000,446
1525,SKU-1525,Mock Product 1525,359000,87
1526,SKU-1526,Mock Product 1526,207000,152
1527,SKU-1527,Mock Product 1527,401000,410
1528,SKU-1528,Mock Product 1528,345000,368
1529,SKU-1529,Mock Product 1529,312000,210
1530,SKU-1530,Mock Product 1530,189000,201
1531,SKU-1531,Mock Product 1531,218000,324
1532,SKU-1532,Mock Product 1532,438000,26
1533,SKU-1533,Mock Product 1533,452000,204
1534,SKU-1534,Mock Product 1534,495000,354
1535,SKU-1535,Mock Product 1535,296000,264
1536,SKU-1536,Mock Product 1536,,274
1537,SKU-1537,Mock Product 1537,238000,192
1538,SKU-1538,,491000,150
1539,SKU-1539,Mock Product 1539,371000,386
1540,SKU-1540,Mock Product 1540,419000,371
1541,SKU-1541,Mock Product 1541,178000,321
1542,SKU-1542,Mock Product 1542,360000,238
1543,SKU-1543,Mock Product 1543,76000,
,SKU-1544,Mock Product 1544,330000,360
1545,SKU-1545,Mock Product 1545,270000,170
1546,SKU-1546,Mock Product 1546,486000,403
1547,SKU-1547,Mock Product 1547,21000,21
1548,SKU-1548,Mock Product 1548,371000,467
1549,SKU-1549,Mock Product 1549,347000,492
1550,SKU-1550,Mock Product 1550,293000,168
1551,SKU-1551,Mock Product 1551,253000,403
1552,SKU-1552,Mock Product 1552,126000,488
1553,SKU-1553,Mock Product 1553,260000,412
1554,SKU-1554,Mock Product 1554,141000,92
1555,SKU-1555,Mock Product 1555,,499
1556,SKU-1556,Mock Product 1556,270000,235
1557,SKU-1557,Mock Product 1557,310000,371
1558,SKU-1558,Mock Product 1558,130000,238
1559,SKU-1559,Mock Product 1559,390000,490
1560,SKU-1560,Mock Product 1560,462000,298
1561,SKU-1561,Mock Product 1561,181000,81
1562,SKU-1562,Mock Product 1562,414000,88
1563,SKU-1563,Mock Product 1563,499000,
1564,SKU-1564,Mock Product 1564,237000,90
1565,SKU-1565,,175000,68
1566,SKU-1566,Mock Product 1566,73000,333
1567,SKU-1567,Mock Product 1567,438000,493
1568,SKU-1568,Mock Product 1568,411000,111
1569,SKU-1569,Mock Product 1569,185000,394
1570,SKU-1570,Mock Product 1570,166000,498
1571,,Mock Product 1571,65000,30
,SKU-1572,Mock Product 1572,285000,447
1573,SKU-1573,Mock Product 1573,402000,3
1574,SKU-1574,Mock Product 1574,,280
1575,SKU-1575,Mock Product 1575,411000,6
1576,SKU-1576,,,489
1577,SKU-1577,Mock Product 1577,147000,176
1578,SKU-1578,Mock Product 1578,275000,71
1579,SKU-1579,Mock Product 1579,412000,311
1580,SKU-1580,Mock Product 1580,237000,59
1581,SKU-1581,Mock Product 1581,99000,235
1582,SKU-1582,Mock Product 1582,223000,108
1583,SKU-1583,Mock Product 1583,466000,272
1584,SKU-1584,Mock Product 1584,,
1585,SKU-1585,Mock Product 1585,41000,137
1586,SKU-1586,Mock Product 1586,201000,170
1587,SKU-1587,Mock Product 1587,308000,341
1588,SKU-1588,Mock Product 1588,48000,396
1589,SKU-1589,Mock Product 1589,385000,195
1590,SKU-1590,Mock Product 1590,363000,391
1591,SKU-1591,Mock Product 1591,25000,20
1592,SKU-1592,Mock Product 1592,10000,398
1593,SKU-1593,Mock Product 1593,453000,378
1594,SKU-1594,Mock Product 1594,60000,11
1595,SKU-1595,Mock Product 1595,394000,488
1596,SKU-1596,Mock Product 1596,304000,276
1597,SKU-1597,Mock Product 1597,355000,397
